Title: The Pan-STARRS1 distant z > 5.6 Quasar survey: more 
       than 100 quasars within the first Gyr of the Universe 
Authors: Banados E., Venemans B.P., Decarli R., Farina E.P., Mazzucchelli C., 
         Walter F., Fan X., Stern D., Schlafly E., Chambers K.C., Rix H.-W., 
         Jiang L., McGreer I., Simcoe R., Wang F., Yang J., Morganson E., 
         De Rosa G., Greiner J., Balokovic M., Burgett W.S., Cooper T., 
         Draper P.W., Flewelling H., Hodapp K.W., Jun H.D., Kaiser N., 
         Kudritzki R.-P., Magnier E.A., Metcalfe N., Miller D., Schindler J., 
         Tonry J.L., Wainscoat R.J., Waters C., Yang Q. 
Table: PS1 distant quasar sample arithmetic median composite spectra
================================================================================
Byte-by-byte Description of file: datafile6.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label        Explanations
--------------------------------------------------------------------------------
   1-  6 F6.1   0.1nm   Wave         Wavelength in Angstroms
   8- 27 F20.18 --      FluxD        Flux density PS1 composite spectrum
  29- 31 I3     --      N            Number of quasars per wavelength bin
  33- 55 F23.20 --      FluxD(hlya)  Flux density strong lya composite spectrum
  57- 78 F22.19 --      FluxD(llya)  Flux density weak lya composite spectrum
--------------------------------------------------------------------------------
1173.5 0.034818151962332976 116 0.05885422615264435     0.04044061816496812    
1174.0 0.025657923961625098 116 -0.10173465665964931    0.04494362050660741    
1174.5 0.04656842490453342  116 -0.029986375149213255   0.08344768610176595    
1175.0 0.031145868341093043 116 0.029526642478021864    0.022521373512962517   
1175.5 0.052765765955113564 116 0.1374954045526086      0.022695435018412077   
1176.0 0.030502523994329202 116 0.022237760418769716    0.05022380318053693    
1176.5 0.03608294614226207  116 0.030821589753818518    0.0503796898915052     
1177.0 0.029218641804863058 116 0.020566465099698002    0.03778178153248889    
1177.5 0.031995316389006004 116 0.014879766291302554    0.042731842041583944   
1178.0 0.03791960447672396  116 0.013081709036568188    0.06329853581151246    
1178.5 0.024929859753210895 116 0.023544278641073807    0.05799577917339872    
1179.0 0.04496166072423188  116 0.02709261784480137     0.07987335587785338    
1179.5 0.0393402191056193   116 0.0402156212488774      0.10663590077760847    
1180.0 0.04979006676805856  116 0.0004752269882745022   0.06817331201908705    
1180.5 0.022551332069906803 116 0.12926814982755958     0.08009875592257534    
1181.0 0.030270663102336698 116 0.0028220631363325283   0.13216100422807353    
1181.5 0.033919034508153166 116 0.04044363823611993     0.05852768582544502    
1182.0 0.025662905938539225 116 0.09453874658112835     0.03907252122966203    
1182.5 0.006968263030336411 116 0.07667114549339202     0.03601265781718299    
1183.0 0.029881232579359256 116 0.05845168519651513     0.0253922946605976     
1183.5 0.027879780823680235 116 0.024828919269741002    0.04126527520904047    
1184.0 0.023274184572082714 116 0.012295101745385794    -0.00404810490030506   
1184.5 0.023010334372131416 116 -0.022969219931747442   0.047859972148945606   
1185.0 0.012148431526089846 116 -0.0026747888571506326  0.029181737987154777   
1185.5 0.030140417573750154 116 0.15797338843804545     0.035879992221516624   
1186.0 0.04925570111006043  116 0.12496781372734363     0.04552629138321688    
1186.5 0.06761599769153896  116 0.04821635290427628     0.10188675928031524    
1187.0 0.04591994779727964  116 0.09735759777626919     0.08482154926982853    
1187.5 0.054459083388360016 116 -0.01768701734917809    0.01799839678612209    
1188.0 0.06304633207393816  116 0.05495814091511986     0.19191154062375254    
1188.5 0.05334812210648397  116 0.003022528177120943    0.031919670572563515   
1189.0 0.02589467833004411  116 0.05575231075877871     0.04019456018356394    
1189.5 0.020153301510732247 116 -0.007427100563537644   0.10039252573433892    
1190.0 0.013593808316858271 116 0.029832746024658092    0.0272912665174772     
1190.5 0.033114231997720456 116 -0.030041673838953335   0.015828965056709166   
1191.0 0.04334634959883017  116 0.062239915081717896    0.046830987878382614   
1191.5 0.044006802014800374 116 0.12264570365546705     0.08575005283591429    
1192.0 0.03083327302283391  116 0.0502504994828567      0.09478247003743728    
1192.5 0.05119084175290177  116 0.07936465413583021     0.054602354769653194   
1193.0 0.03733502645221351  116 0.025683887167886096    -0.004566464214919307  
1193.5 0.04332643659641298  116 0.015081109664383897    -0.0029633115463695322 
1194.0 0.05535006432788413  116 0.0402972668352463      0.04683728503541055    
1194.5 0.04649151052498347  116 0.0819281076358658      0.01588652186314589    
1195.0 0.051136921521398884 116 0.1573524563883099      0.036319841097055244   
1195.5 0.09108780779923842  116 0.15609541696315443     0.05886656847278601    
1196.0 0.04850491798996008  116 -0.00010446759137239421 0.05792496795791606    
1196.5 0.09010595278878616  116 0.030659643774203268    0.06419138796351001    
1197.0 0.05444234822745882  116 0.09081064750256704     0.033363252765348274   
1197.5 0.10090255218947242  116 0.2430945151474681      0.07138005634049066    
1198.0 0.06518058534804981  116 0.1324463917181442      0.023277181581452196   
1198.5 0.07243484621148819  116 0.04405568679598059     0.017511602047299117   
1199.0 0.048854038611804415 116 0.1985695052600994      0.0031296659413728805  
1199.5 0.11960792422036917  116 0.22318598765257958     0.03887045772712083    
1200.0 0.07925523534908804  116 0.12152238024874241     0.020514298580497393   
1200.5 0.09660774253861355  116 0.11302711280556589     0.018991212245751378   
1201.0 0.13052931565334988  116 0.12401343624652099     0.0509120703956653     
1201.5 0.09532393629658262  116 0.22353510057029802     0.08265576405062822    
1202.0 0.1334671106461581   116 0.12464234805275064     0.03476749692642285    
1202.5 0.11368680402577322  116 0.21100136644368503     0.0202150730588352     
1203.0 0.1234866206873888   116 0.24050131708291173     0.05276029562753058    
1203.5 0.175550822678772    116 0.44098092120047666     0.12587708702442196    
1204.0 0.2277796767296597   116 0.2718930034127346      0.12900613984340845    
1204.5 0.24455638410995037  116 0.46532634106468257     0.08463077671688568    
1205.0 0.2623631945401015   116 0.4064870596184018      0.03347978618285737    
1205.5 0.24967813222496527  116 0.6298876933968616      0.03379397967523227    
1206.0 0.33915118827879376  116 0.8680803775363914      0.02167657056204813    
1206.5 0.3272674550486589   116 0.5135187932839844      -0.004501279235921933  
1207.0 0.3332314143249972   116 1.0177894828672558      0.057634841137166125   
1207.5 0.45783601540126995  116 1.476438565421907       0.07508805652161513    
1208.0 0.46433306455891     116 1.2011937207975312      0.07864926390184253    
1208.5 0.48620304182378193  116 1.177889011571926       0.050101594343481576   
1209.0 0.550850790602758    116 1.5738583498980754      0.1133719612161853     
1209.5 0.5867576741589964   116 1.016332057330411       0.032024720219241      
1210.0 0.6431625944252469   116 0.7977001341556875      0.1466267737095317     
1210.5 0.6767486391109441   116 2.568990859756947       0.1687195209427028     
1211.0 0.8714153635747393   116 3.226749342337201       0.15998790857061412    
1211.5 1.007874740760363    116 3.196358399189168       0.21724352574803243    
1212.0 1.0980114446433629   116 3.1693648119215814      0.16175014388297773    
1212.5 1.325395326264788    116 3.1970066829531474      0.10773955202773777    
1213.0 1.3542230022047055   116 4.276070697692483       0.26190812682134       
1213.5 1.390688070477164    116 5.619502081576524       0.2820014101389904     
1214.0 1.50113487306119     116 5.577699172989146       0.35469291210315596    
1214.5 1.5346612754103965   116 6.571548953872918       0.34180410184219945    
1215.0 1.4899274586287006   116 5.593466495328107       0.4910645458227781     
1215.5 1.7229144249630712   116 5.313634778495876       0.5657879681519067     
1216.0 1.8371446195316636   116 5.406341010517695       0.8835039851092795     
1216.5 2.3132471366713103   116 5.433794437137228       0.6810141287600526     
1217.0 2.41711236489604     116 5.581848367275647       0.7502792952750803     
1217.5 2.546806048387943    116 5.847661707245597       0.837072461751573      
1218.0 2.407663621710495    116 6.2651770984354265      0.9154137485435416     
1218.5 2.2992414504822154   116 5.649956661673272       1.008741492442161      
1219.0 2.345561824019869    116 5.08535897319639        1.013985625615896      
1219.5 2.3443575733933066   116 4.723605713154395       1.106491022062561      
1220.0 2.318509114537724    116 4.726720289791893       1.1672340230303906     
1220.5 2.325412804043568    116 4.580564960863969       1.2750274276376694     
1221.0 2.28587369665465     116 4.190819332877015       1.2159864677431997     
1221.5 2.2404851975255395   116 3.8001080758258023      1.3301758947563413     
1222.0 2.226536334197807    116 3.8222328229009066      1.3169861250497248     
1222.5 2.258992075413606    116 3.784351752318842       1.2755627480844467     
1223.0 2.1392703342122963   116 3.893066369639717       1.301408233943587      
1223.5 2.089939479955632    116 3.6479069685700933      1.2607934647819796     
1224.0 2.086483698415316    116 3.4911628207931114      1.3113210130439197     
1224.5 2.0578759290591133   116 3.1333181671197723      1.376902692662418      
1225.0 2.009801295052153    116 3.594597280338063       1.2261203977894402     
1225.5 2.0227909760919394   116 2.9801496474238958      1.2983902933868818     
1226.0 2.0178853348636903   116 2.8478318442487267      1.3324559833983853     
1226.5 1.95331260969915     116 2.600718895881103       1.3110064240658255     
1227.0 1.9274173688728171   116 2.9549392227695446      1.3673382920463955     
1227.5 1.9973646879642495   116 3.110634069622012       1.3562388369673606     
1228.0 1.9384255343055827   116 3.0261627808202105      1.3419983779181175     
1228.5 1.9317785381939112   116 2.925130012971499       1.4258614101042566     
1229.0 1.9669200598812795   116 2.833328928785466       1.3869564589569423     
1229.5 2.009339383643406    116 2.7995555911625254      1.3954255945279677     
1230.0 1.9087128839299923   116 2.854596075233455       1.3884444614148717     
1230.5 1.994111672417965    116 2.5696529429247814      1.409654933608623      
1231.0 1.9368690327337554   116 2.880287584021117       1.358352823906758      
1231.5 1.9129025136329894   116 2.6800186144917557      1.304193026566383      
1232.0 1.9626360976625623   116 2.686863244456232       1.2644634780550148     
1232.5 1.9016281547595697   116 2.762253095687222       1.309621634924009      
1233.0 1.980533243473285    116 2.656120616294269       1.4091085939879666     
1233.5 2.0046126324293017   116 2.6018522573767267      1.3294692650001005     
1234.0 1.9550520317315414   116 2.7739132514090445      1.3391160802866107     
1234.5 2.0074344916413125   116 2.7675841275822037      1.2706013494072872     
1235.0 1.9591705704080709   116 2.9347781698634954      1.3440522113769138     
1235.5 1.9987042502180703   116 2.7722893457650466      1.2842856619300855     
1236.0 1.9315981095212889   116 2.4616919398773534      1.2649371065770765     
1236.5 1.877854863768372    116 3.3032794045151332      1.3055394972850407     
1237.0 1.921782259654711    116 2.9952950250943666      1.296779524696217      
1237.5 1.952599402014002    116 2.692047088503081       1.2801966126522062     
1238.0 1.8982103127099765   116 2.6519648656519816      1.0863226662542642     
1238.5 1.8548059327892699   116 3.149722819755177       1.188680578750116      
1239.0 1.8609388712887585   116 2.6920309439332906      1.3176552738264453     
1239.5 1.874970471056621    116 2.7196989866112125      1.253420883058974      
1240.0 1.8600068348933363   116 2.5787244549168644      1.2301390049700986     
1240.5 1.83767062812648     116 2.48132714414692        1.2932889240396788     
1241.0 1.7874115098873384   116 2.5548611407977178      1.1772208413365155     
1241.5 1.7274070944919475   116 2.485555884459945       1.2280098098683347     
1242.0 1.738635190650987    116 2.5127386131916865      1.183497945941529      
1242.5 1.6821460247014821   116 2.3414393403693285      1.143893106429771      
1243.0 1.6657640223668833   116 2.3194892668030933      1.1802389755084126     
1243.5 1.653289770244569    116 2.19324866628463        1.1922002361104778     
1244.0 1.5733131924416348   116 2.315967418424628       1.238075780441953      
1244.5 1.5843967096261322   116 2.0435732438782774      1.253547688178777      
1245.0 1.4823006142937232   116 2.2097256064621487      1.1628835072292172     
1245.5 1.543091387673504    116 1.996527644420142       1.2161477103863834     
1246.0 1.5464599908790566   116 2.057090529771851       1.1930490604620834     
1246.5 1.4705572339761819   116 1.787468158679871       1.1864364100698916     
1247.0 1.4663532172724445   116 1.630802528794911       1.1682206372150423     
1247.5 1.4134912394311878   116 1.8717883407957396      1.1737276770900196     
1248.0 1.4138427489089453   116 1.9259597624145761      1.2195960190567159     
1248.5 1.4215072669369906   116 2.0356653053716887      1.1936489858944563     
1249.0 1.396915186587846    116 1.7246393503143418      1.151369638716464      
1249.5 1.3682914852513561   116 1.8387250743064192      1.0979381128539805     
1250.0 1.362004690376067    116 1.7004957281246722      1.1305054665604755     
1250.5 1.3423732640839166   116 1.4982724788565989      1.0767238797235636     
1251.0 1.368479902073667    116 1.6728950397364302      1.1151208730686555     
1251.5 1.3650314992373405   116 1.612295913755721       1.0984555850144417     
1252.0 1.3390735761777566   116 1.8154401889399465      1.124260796378947      
1252.5 1.3177559726163905   116 1.693047910353207       1.0872250234965901     
1253.0 1.3229324189679819   116 1.5687608714486951      1.155792292050238      
1253.5 1.3105876869736435   116 1.6841129706236344      1.249288532162276      
1254.0 1.3252193469046394   116 1.569737665611974       1.1768072700536036     
1254.5 1.3160005158846624   116 1.6272442349482135      1.1240112443325303     
1255.0 1.3169016231767148   116 1.6394883953275838      1.1186575357329271     
1255.5 1.305523019131087    116 1.602396407620867       1.174514219944301      
1256.0 1.2931944300017049   116 1.5731140937639467      1.0926505749832287     
1256.5 1.2643114460037936   116 1.3733776360699896      1.1428939722983236     
1257.0 1.2397767407524072   116 1.4824539958335394      1.115201492277106      
1257.5 1.301608996045795    116 1.405206336874769       1.120318368437886      
1258.0 1.2924971514387011   116 1.4623330386608393      1.118309098942817      
1258.5 1.2595051752292221   116 1.5296098373046505      1.1234110408623597     
1259.0 1.2678547744753268   116 1.4034566678059375      1.1480381332429983     
1259.5 1.2635496632927228   116 1.6290214820882452      1.1512809149517307     
1260.0 1.2471644168226101   116 1.591172241945161       1.0714759893792714     
1260.5 1.255538418484656    116 1.4588933958257755      1.1016184292489168     
1261.0 1.2508681436541718   116 1.451231926573658       1.04395473446381       
1261.5 1.244687108166047    116 1.488220011704013       1.0786644368482339     
1262.0 1.2719227838729      116 1.5510519987612383      1.0844346849423214     
1262.5 1.222016424605059    116 1.6030071625621352      1.143013018987265      
1263.0 1.2338272418817136   116 1.2631571927157792      1.0939451555660207     
1263.5 1.1904648121950347   116 1.2602368203725605      1.1337719181185693     
1264.0 1.1983524588412977   116 1.2301968117193083      1.1483665136644459     
1264.5 1.201368812483509    116 1.384439553290423       1.1095189196560633     
1265.0 1.1952040384068892   116 1.3824708128198255      1.0605779458674727     
1265.5 1.2064729854983258   116 1.2983438962661809      1.0480199371086636     
1266.0 1.1605279894904692   116 1.2706469682207908      1.0315526269149782     
1266.5 1.1899874215265493   116 1.205639205507226       1.0565154349479413     
1267.0 1.1756336265915763   116 1.2864390240901997      1.0672371140965518     
1267.5 1.1244846851048202   116 1.1869172386809508      1.0883657667925588     
1268.0 1.1407384238253462   116 1.1987300322201442      1.0645771438018379     
1268.5 1.1117863993394728   116 1.0229009283732877      1.1040516596273289     
1269.0 1.1096394993897998   116 1.1629908187163887      1.0907425668096697     
1269.5 1.0776285793279157   115 1.2052009590860098      1.0096147211329307     
1270.0 1.1015316405765543   115 1.2917431152619545      0.9659814551147556     
1270.5 1.063476656654911    115 1.0788080034087957      1.012726081401734      
1271.0 1.0467303872338984   115 0.9672840819290331      0.9807521998397937     
1271.5 1.072261323059497    115 1.0379943385090304      1.050666974842113      
1272.0 1.0267973657607818   115 0.9636804186964242      1.05664987940761       
1272.5 1.0473223982356976   115 1.062922477318218       1.0421511613141639     
1273.0 1.0160262715088597   115 0.9374826462406562      1.0262250962062263     
1273.5 1.0295872585940642   116 1.0331288551759665      1.06305152057437       
1274.0 1.0280897191919274   116 1.067619584256249       1.0190758250409084     
1274.5 1.0129822051711828   116 1.0006438579210901      1.0552696743111403     
1275.0 1.0147822879104993   116 1.117350143311246       1.0274441467532596     
1275.5 0.9870375515540529   116 1.036001858789457       1.01285451482034       
1276.0 0.9926210642223486   116 1.0711108736791595      1.0570266404280289     
1276.5 1.010911779589374    116 1.001733098772028       1.0305277009650378     
1277.0 0.9970420064472457   116 0.9602071388539583      1.0590241109565586     
1277.5 1.0027733881219323   116 1.0315107995787645      1.0436914137197775     
1278.0 1.01186218082322     116 1.1201871949853848      1.008100017966121      
1278.5 1.0115491124974059   116 0.9967203319598503      1.0181569438603066     
1279.0 0.9847837284532398   116 0.9315296736539296      1.010588486303846      
1279.5 0.986383901605334    116 0.9112130782843404      1.1145871373331269     
1280.0 0.9805244838190318   115 0.962766949970747       0.989884892009816      
1280.5 0.9604993450355754   115 1.0011312785378368      1.011954930560997      
1281.0 0.9870817391433462   116 0.9714385245075621      1.0331592670110845     
1281.5 0.9767483146036491   116 0.966133608584506       0.9691276067572481     
1282.0 0.9793568808751627   116 0.9725329733580964      0.9280678612342782     
1282.5 0.9836262710656978   116 0.9514965965167184      0.9666470147194111     
1283.0 0.9815317644634811   116 0.939085269636299       0.9341262377629521     
1283.5 0.9946688129767555   116 0.9493210696215568      1.0191717258390982     
1284.0 0.9877646062353518   116 0.9590120637720448      1.014684812620354      
1284.5 0.9788951079525214   116 1.0180722364716976      0.9537437917584299     
1285.0 1.006814266544071    116 1.0305030392581997      1.046765061084209      
1285.5 0.9916189104141158   116 0.9937627292385103      1.0364423950774913     
1286.0 0.9804672167982434   116 0.8663611842152323      1.0534157632298715     
1286.5 0.993550869146131    116 0.9038657326778425      1.024579440887884      
1287.0 0.9979921745555071   116 0.9266138622581376      0.9920945862359916     
1287.5 1.0067052427513992   116 1.0061172066419397      0.9833457644771748     
1288.0 0.9891898230800877   116 0.9382718524244469      1.0042265000650976     
1288.5 0.9932971864348624   116 0.98652035019908        1.0247764855343506     
1289.0 0.9806397384221839   116 0.8896921089210702      1.0608026972067086     
1289.5 0.9898944162796695   115 0.9219801244474594      1.0184999356387099     
1290.0 0.9980812873047268   115 1.0083218564086414      1.0064219517979875     
1290.5 0.9959344100284302   115 1.033418942249051       0.9799942204454006     
1291.0 1.0113924390348865   116 1.0190159546081543      1.0187171896431249     
1291.5 1.02890974114601     116 1.0011854304321388      1.0603918906497563     
1292.0 1.036125532143318    116 0.9854039892281216      1.027864268308761      
1292.5 1.015906564589103    115 1.033036470234288       0.890858980629837      
1293.0 1.0430189218390693   115 1.0363566669244397      1.0552788650804006     
1293.5 1.0098617682931121   115 1.0172073348618405      0.9831941537567284     
1294.0 1.0117693031295358   115 1.0393063287280555      0.9790687681190207     
1294.5 1.0026975387309291   115 1.0516412313217822      0.9698411951913981     
1295.0 1.0207356037200568   116 0.9971795949974591      0.9496464508772915     
1295.5 1.0244961409886182   116 1.0401083039207073      0.9982951276975902     
1296.0 1.0853856042333514   116 1.1724186410878594      1.0012990819146612     
1296.5 1.0710571999817975   116 1.1230841941196608      0.9943964016181879     
1297.0 1.0627711847833523   116 1.1186327194489145      0.9846782415338287     
1297.5 1.091842632648246    116 1.1542868331936011      1.040810235622739      
1298.0 1.067636213828695    116 1.3259323784247787      0.9644906043237578     
1298.5 1.0642147079174182   116 1.251280674270436       0.9526754766140397     
1299.0 1.0801639044255134   115 1.240251834928669       1.0447020539562986     
1299.5 1.0855328676160774   115 1.1728792794182428      1.0354208600580828     
1300.0 1.0600377190826191   116 1.1642574277821214      1.0176365519691948     
1300.5 1.068630189304808    116 1.1599720101191249      1.014870568005572      
1301.0 1.0695931406265036   116 1.2060633434204315      1.0392012265143031     
1301.5 1.0534828698508267   116 1.1900290292724893      0.9657135031577144     
1302.0 1.0785471676673337   116 1.3216761737405045      0.9253723445614255     
1302.5 1.0873165814110899   116 1.2838619397095399      0.9896307073354507     
1303.0 1.0740793389557841   116 1.0925993305420043      1.0127457253829903     
1303.5 1.1111246318252932   116 1.2004810492436344      1.0300397132175054     
1304.0 1.1276691532343186   116 1.370486558581479       0.9895362044071223     
1304.5 1.1224610923578704   116 1.343118789630755       0.9745405311250219     
1305.0 1.1274571777962799   115 1.280462741292991       1.046732795146256      
1305.5 1.1272928744437956   115 1.1533108390257327      1.088234367127996      
1306.0 1.1024543530989697   115 1.2731314795360875      1.069068880057252      
1306.5 1.0780310883294137   115 1.248766950115185       1.001089224766519      
1307.0 1.0900727325886925   115 1.0991386963793126      0.9358044203602116     
1307.5 1.0776582427122627   115 1.1973185094197274      1.0873765744166453     
1308.0 1.0239146856588515   115 1.1441027917270967      0.9569389245278505     
1308.5 1.0511685841788527   115 1.1331905731486667      1.0915346792389933     
1309.0 1.0517995215847664   115 1.0536742468303546      1.0566475282228291     
1309.5 1.0499729664597064   115 0.9479051284648418      1.0203240419825548     
1310.0 0.9847101499701402   115 0.7846012319636457      1.0413722849245803     
1310.5 1.0172867919717357   115 0.8868453586480641      1.0390059272194765     
1311.0 1.0087498814529767   115 0.8428996093802135      1.0765814041033892     
1311.5 0.978451382109928    115 0.8644126764172722      0.9527362008566014     
1312.0 0.9988694614672318   115 0.8808580084769326      0.936327615145524      
1312.5 0.9972731378641417   115 0.9380344806127192      0.9172779138192053     
1313.0 0.9794979834896745   115 0.9660679981553206      0.9695255610958697     
1313.5 0.9869438792150964   115 0.7262633238992074      0.965564240477987      
1314.0 0.9651050625147463   115 0.9175521912822397      1.028781706989212      
1314.5 0.9606535067394655   115 0.9389809137342966      1.0704373251641082     
1315.0 0.9516819330536672   115 0.8692548399427711      1.0037383284565027     
1315.5 0.9789160834362635   115 0.8715990448185869      1.0147905669428214     
1316.0 0.9744934007727472   115 0.9780361910823465      0.9712622151179002     
1316.5 0.9463778321215534   115 0.9236569310156504      0.9630640465308294     
1317.0 0.9293845705167088   115 0.8574014485497732      0.9792089927555567     
1317.5 0.9449770305397199   115 0.9190412696221264      0.9315357078120317     
1318.0 0.9262879608543515   115 0.8504966624798423      1.010897402743409      
1318.5 0.9462600459659308   115 0.9882665142077859      1.0430478874680027     
1319.0 0.9163575620680652   115 0.8685618155427641      0.9769350644911909     
1319.5 0.916596532327303    115 0.9078556075048008      0.861874088589949      
1320.0 0.9333301116522581   115 0.9770613903342816      1.0283775562448865     
1320.5 0.9439735237721765   115 0.9178804866588341      0.9904455729796138     
1321.0 0.9620642208566136   115 0.9601693882512202      1.0136424484586442     
1321.5 0.94211611592427     115 0.8560701608326247      1.0277670579109608     
1322.0 0.9055144428012636   115 0.8681068844762285      0.9646693903565646     
1322.5 0.9189312686376868   115 0.8285758212711505      0.9951942788397727     
1323.0 0.9322632174491868   115 0.8706260171489538      0.9941426826240943     
1323.5 0.9287990733562675   115 0.7516922912112494      1.015851086871737      
1324.0 0.9397910775984004   115 0.7642474336028809      1.0189345187707257     
1324.5 0.9396628192055362   115 0.7437175769518317      0.9883592289425702     
1325.0 0.9454589339974371   115 0.824005307943094       0.9691848841619464     
1325.5 0.9041390936581064   115 0.7754976652293029      0.9975446056018673     
1326.0 0.9239327440621634   115 0.8126843846440952      0.9875746044868656     
1326.5 0.8813654308533633   115 0.8247058420534521      0.9566684925912357     
1327.0 0.903985337598846    115 0.8877803598062636      0.9742104328449563     
1327.5 0.9120219247430589   115 0.9083278222162781      0.9635204296137336     
1328.0 0.9368659221750264   115 0.8461993895173345      0.9289794484140177     
1328.5 0.9713999518085105   115 0.9207794771114797      0.9881232390795034     
1329.0 0.9119950738915925   115 0.929342917818911       0.9582461572925631     
1329.5 0.9144514632772831   115 0.5803427319635446      0.8943292150525776     
1330.0 0.9397668623377783   115 0.8541662463534745      0.9302753133227176     
1330.5 0.9836221989492989   115 0.9791770569780482      0.9326109904602707     
1331.0 0.9785228079616678   115 0.9281605455312805      0.9480964043963684     
1331.5 0.9358182476003972   115 0.8544924493977131      1.0287510970873939     
1332.0 0.9261137197729166   115 0.7447704590918445      0.966754687220858      
1332.5 0.9267797151538976   115 0.8224014397066897      1.0544393783904704     
1333.0 0.9513623512065104   115 0.9093698389541558      1.0091498052243093     
1333.5 0.9729226385292948   115 0.6473847357028584      0.9558948666468743     
1334.0 0.9848689581323994   115 0.8769971906307437      1.0397318263493984     
1334.5 0.9950993930486961   115 0.8539094876992354      1.0335825079860717     
1335.0 0.9749427672175919   115 0.6751924910757633      1.0215839079666142     
1335.5 0.9715320780091772   115 0.9915912926899396      1.0520878383375356     
1336.0 0.9584917999031315   115 0.9237052960234935      0.9840242313405181     
1336.5 0.9607594400392898   115 0.951761072453817       0.9593768697842191     
1337.0 0.9734030469218159   115 0.6977117445376222      0.9584982734389078     
1337.5 0.9525198206710405   115 0.9504904881812195      0.9996112861387251     
1338.0 0.9504833396866375   115 0.9198328552743988      1.0076946064643164     
1338.5 0.9876786261830421   115 0.5852363099371023      1.1083350985253295     
1339.0 0.9763367810016186   115 0.9813522543830044      1.0918281710651172     
1339.5 0.9360769428378298   115 1.0624543090742644      0.9332198515502188     
1340.0 0.9143121320754837   114 0.8616915859175384      0.9709006867510981     
1340.5 0.9269918821603723   114 0.8857099927454852      0.9342982840722286     
1341.0 0.9562842955574735   114 0.7998231525173938      1.0549381487043015     
1341.5 0.9655648865640618   114 0.9150389570093562      1.1116738056848519     
1342.0 0.9372255564532675   115 0.8047662560017376      0.9530771776443652     
1342.5 0.966656574056244    115 0.9613005837648609      1.0386207567038799     
1343.0 0.9397973646636892   115 0.7836375272482785      1.12995790717168       
1343.5 0.9081309852216739   115 0.8524340575596705      0.9417473963815091     
1344.0 0.9457959116687107   115 0.8790617810702093      1.0249946158005456     
1344.5 0.9232251867377411   114 0.8172663916205306      0.9931564112808349     
1345.0 0.9660296620184115   114 0.9152567269120617      0.9852513641704699     
1345.5 0.9244097864117122   114 0.820801020783486       0.9891062128806696     
1346.0 0.8834594056384419   114 0.9045655917822648      0.9687041649756678     
1346.5 0.9017411789276182   114 0.9116592299455184      0.9152125184249783     
1347.0 0.9280458372633376   114 0.9570969736781034      0.9980107156720215     
1347.5 0.9370449903341167   114 0.982291795165096       0.9871199244968245     
1348.0 0.9058594153512634   115 0.8573409899277831      0.9267648549817994     
1348.5 0.8973544422223536   115 0.7838542378879918      0.9775380981718054     
1349.0 0.8911270613488198   115 0.8648743281230751      0.9839209588743743     
1349.5 0.8859241447640132   114 0.8366100985762281      0.9236361173197158     
1350.0 0.8486968826734866   114 0.8233939226098596      0.9635957621962477     
1350.5 0.8773792216959461   114 0.489954940176537       0.9197327980675962     
1351.0 0.8856848088531271   114 0.6676220448032968      0.9033898630591258     
1351.5 0.9041483345935963   114 0.9471921030575563      0.9198949706759065     
1352.0 0.910136845303985    114 0.893469830144183       1.0149498148164147     
1352.5 0.8954919169693769   114 0.8959101900266174      1.027141771706526      
1353.0 0.9311276479423598   114 0.8451715827915327      0.9604659569545144     
1353.5 0.8956394366026381   113 0.8599730029854123      1.0303571139254575     
1354.0 0.8981264350626152   114 0.7108670986583128      0.898668715036119      
1354.5 0.8935893010954926   114 0.8370139733851458      0.9195010948523865     
1355.0 0.8900661868326363   113 0.6856224565880946      0.9937469845939434     
1355.5 0.9155585108897273   113 0.7155326171632782      0.9397833534014868     
1356.0 0.8981214664990415   113 0.8237530442434814      0.9440948335941133     
1356.5 0.892800903013686    113 0.6468187348824088      0.9021393657197163     
1357.0 0.8964681701699868   113 0.8048637797038221      1.0530470153792408     
1357.5 0.8788241899319138   113 0.9366618785015748      0.9338832451472379     
1358.0 0.9146824883478409   113 0.5046600179620778      0.9522486681851496     
1358.5 0.9051343579299933   113 0.935891304969499       1.00423430864467       
1359.0 0.9445431586222575   113 0.7753936295814287      0.9826603057415337     
1359.5 0.8817541471640162   113 0.755173078276344       0.914339053329521      
1360.0 0.9237162456832204   113 0.9786524521463538      1.0258405079019504     
1360.5 0.9051363517669679   113 0.803502034970503       0.9477173079845028     
1361.0 0.9277008433232685   113 0.8057287145050944      0.9395891067756239     
1361.5 0.8946731078453809   113 0.8178442685486573      0.8926393681149845     
1362.0 0.9070879472775488   113 0.8495857048805714      0.9926670001958491     
1362.5 0.9111816673691066   113 0.8654454922635935      0.9418950934666078     
1363.0 0.9098631379382032   111 0.686764667431784       0.8782892246086069     
1363.5 0.9256613221737919   112 0.970099967688582       0.9742960453822697     
1364.0 0.9101971578251946   112 0.5987324836898382      0.9739946748145906     
1364.5 0.8915971866569359   112 0.6761841597413939      0.9692242405640334     
1365.0 0.9295676795704899   111 0.7184150580400892      0.9567118550391567     
1365.5 0.8999789629556074   111 0.7712631710443932      0.91424103871347       
1366.0 0.8919077471189151   111 0.8034271620357343      0.9639697549499314     
1366.5 0.9292387957356631   111 0.96170318457332        1.0563521604386554     
1367.0 0.8715243170510597   110 0.7633361996629824      1.029497374959313      
